page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population,_merge
David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0,,,,,,,left_only
Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0,,,,,,,left_only
Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0,,,,,,,left_only
Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0,,,,,,,left_only
Milton Cato,Saint Vincent and the Grenadines,771015590.0,,,,,,,left_only
Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0,,,,,,,left_only
Monica Dacon,Saint Vincent and the Grenadines,784784479.0,,,,,,,left_only
Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0,,,,,,,left_only
Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0,,,,,,,left_only
Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0,,,,,,,left_only
Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0,,,,,,,left_only
Louis Straker,Saint Vincent and the Grenadines,795343481.0,,,,,,,left_only
List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0,,,,,,,left_only
Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0,,,,,,,left_only
James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0,,,,,,,left_only
Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0,,,,,,,left_only
Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0,,,,,,,left_only
Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0,,,,,,,left_only
Stanislav Kochiev,South Ossetian,717215546.0,,,,,,,left_only
Valeriy Hubulov,South Ossetian,717241760.0,,,,,,,left_only
Rostislav Khugayev,South Ossetian,721687759.0,,,,,,,left_only
Boris Chochiev,South Ossetian,748071193.0,,,,,,,left_only
Yury Morozov,South Ossetian,749962491.0,,,,,,,left_only
Aleksandr Shavlokhov,South Ossetian,760473086.0,,,,,,,left_only
Merab Chigoev,South Ossetian,760473130.0,,,,,,,left_only
Gerasim Khugayev,South Ossetian,760473192.0,,,,,,,left_only
Igor Sanakoyev,South Ossetian,760473237.0,,,,,,,left_only
Zurab Kokoyev,South Ossetian,760473273.0,,,,,,,left_only
Lyudvig Chibirov,South Ossetian,766130279.0,,,,,,,left_only
Aslanbek Bulatsev,South Ossetian,789950396.0,,,,,,,left_only
President of South Ossetia,South Ossetian,795669553.0,,,,,,,left_only
Prime Minister of South Ossetia,South Ossetian,797825875.0,,,,,,,left_only
Leonid Tibilov,South Ossetian,799335775.0,,,,,,,left_only
Eduard Kokoity,South Ossetian,801087048.0,,,,,,,left_only
Dmitry Sanakoyev,South Ossetian,801560549.0,,,,,,,left_only
Vadim Brovtsev,South Ossetian,802882186.0,,,,,,,left_only
Tou Travel Ariki,Cook Island,717545630.0,,,,,,,left_only
Piho Rua,Cook Island,717593716.0,,,,,,,left_only
Robert Woonton,Cook Island,717897925.0,,,,,,,left_only
Ngereteina Puna,Cook Island,719186872.0,,,,,,,left_only
List of Presidents of the House of Ariki,Cook Island,728378933.0,,,,,,,left_only
Tangaroa Tangaroa,Cook Island,737975585.0,,,,,,,left_only
Speaker of the Cook Islands Parliament,Cook Island,755442454.0,,,,,,,left_only
Maria Heather,Cook Island,757064438.0,,,,,,,left_only
Tetangi Matapo,Cook Island,757064793.0,,,,,,,left_only
Selina Napa,Cook Island,757064845.0,,,,,,,left_only
Dorice Reid,Cook Island,757065079.0,,,,,,,left_only
Ngai Tupa,Cook Island,757065152.0,,,,,,,left_only
Cassey Eggelton,Cook Island,757540405.0,,,,,,,left_only
Norman George,Cook Island,763769083.0,,,,,,,left_only
John Tangi,Cook Island,763769086.0,,,,,,,left_only
Vai Peua,Cook Island,763769088.0,,,,,,,left_only
Teariki Heather,Cook Island,763769233.0,,,,,,,left_only
George Angene,Cook Island,763769688.0,,,,,,,left_only
Albert (Peto) Nicholas,Cook Island,763770488.0,,,,,,,left_only
Tupou Faireka,Cook Island,763774025.0,,,,,,,left_only
Mark Brown (Cook Islands),Cook Island,763774066.0,,,,,,,left_only
Nandi Glassie,Cook Island,763774069.0,,,,,,,left_only
Apii Piho,Cook Island,763775030.0,,,,,,,left_only
Winton Pickering,Cook Island,763775034.0,,,,,,,left_only
Albert Nicholas (Cook Islands),Cook Island,763775035.0,,,,,,,left_only
Vincent Ingram,Cook Island,763775867.0,,,,,,,left_only
Terepai Maoate Jnr,Cook Island,763775893.0,,,,,,,left_only
Toanui Isamaela,Cook Island,763776103.0,,,,,,,left_only
Tangata Vavia,Cook Island,763776191.0,,,,,,,left_only
Taunga Toka,Cook Island,763776193.0,,,,,,,left_only
Teremoana Tapi Taio,Cook Island,763776229.0,,,,,,,left_only
Tepure Tapaitau,Cook Island,763776231.0,,,,,,,left_only
Mapu Taia,Cook Island,763776235.0,,,,,,,left_only
Pupuke Robati,Cook Island,763776270.0,,,,,,,left_only
Wilkie Rasmussen,Cook Island,763776271.0,,,,,,,left_only
Tai Tura,Cook Island,763776737.0,,,,,,,left_only
Tekii Lazaro,Cook Island,763776768.0,,,,,,,left_only
Kura Strickland,Cook Island,763776806.0,,,,,,,left_only
Mii Parima,Cook Island,763776808.0,,,,,,,left_only
Joe Williams (Cook Islands politician),Cook Island,763776856.0,,,,,,,left_only
Kiriau Turepu,Cook Island,763776860.0,,,,,,,left_only
Inatio Akaruru,Cook Island,766806728.0,,,,,,,left_only
Terepai Maoate,Cook Island,767048874.0,,,,,,,left_only
Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0,,,,,,,left_only
Atatoa Herman,Cook Island,767994335.0,,,,,,,left_only
Kete Ioane,Cook Island,778717694.0,,,,,,,left_only
Tom Davis (Cook Islands politician),Cook Island,778763952.0,,,,,,,left_only
Niki Rattle,Cook Island,778789714.0,,,,,,,left_only
Frederick Tutu Goodwin,Cook Island,784686871.0,,,,,,,left_only
Ngamau Munokoa,Cook Island,784786128.0,,,,,,,left_only
Henry Puna,Cook Island,786648340.0,,,,,,,left_only
Moana Ioane,Cook Island,787050138.0,,,,,,,left_only
Marguerite Story,Cook Island,787227714.0,,,,,,,left_only
Apenera Short,Cook Island,788240713.0,,,,,,,left_only
Mana Strickland,Cook Island,788499686.0,,,,,,,left_only
William (Smiley) Heather,Cook Island,788897273.0,,,,,,,left_only
Rose Toki-Brown,Cook Island,788897549.0,,,,,,,left_only
Teina Bishop,Cook Island,788898457.0,,,,,,,left_only
Pumati Israela,Cook Island,788899523.0,,,,,,,left_only
Robert Wigmore,Cook Island,794802546.0,,,,,,,left_only
Pukeiti Pukeiti,Cook Island,794802590.0,,,,,,,left_only
John Henry (Cook Islands politician),Cook Island,797303432.0,,,,,,,left_only
Geoffrey Henry,Cook Island,797303508.0,,,,,,,left_only
Albert Henry (politician),Cook Island,797303536.0,,,,,,,left_only
Jim Marurai,Cook Island,799769949.0,,,,,,,left_only
Pa Tepaeru Terito Ariki,Cook Island,805657875.0,,,,,,,left_only
Tom Marsters,Cook Island,806739780.0,,,,,,,left_only
Hilal Al Sarmi,Omani,717915660.0,,,,,,,left_only
Mohammed Al Rumhi,Omani,722258362.0,,,,,,,left_only
Yahya Al Khusaibi,Omani,726862168.0,,,,,,,left_only
Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0,,,,,,,left_only
Fahd bin Mahmoud al Said,Omani,757164616.0,,,,,,,left_only
Rawya Saud Al Busaidi,Omani,760558966.0,,,,,,,left_only
"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0,,,,,,,left_only
Taimur bin Feisal,Omani,767885927.0,,,,,,,left_only
"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0,,,,,,,left_only
Badr bin Saud al Busaidi,Omani,783116680.0,,,,,,,left_only
"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0,,,,,,,left_only
Rahila Al Riyami,Omani,788828342.0,,,,,,,left_only
List of rulers of Oman,Omani,789761641.0,,,,,,,left_only
Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0,,,,,,,left_only
"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0,,,,,,,left_only
Yusuf bin Alawi bin Abdullah,Omani,797805284.0,,,,,,,left_only
Samira bint Mohamed Al-Moosa,Omani,797947292.0,,,,,,,left_only
Moosa AbdulRahman Hassan,Omani,799540696.0,,,,,,,left_only
Abdullah Al Saidi,Omani,801364408.0,,,,,,,left_only
Said bin Taimur,Omani,802317488.0,,,,,,,left_only
"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0,,,,,,,left_only
"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0,,,,,,,left_only
Qaboos bin Said al Said,Omani,806904421.0,,,,,,,left_only
Haitham bin Tariq Al Said,Omani,807451487.0,,,,,,,left_only
John Allen (diplomat),Tokelauan,720435378.0,,,,,,,left_only
Neil Walter,Tokelauan,732100626.0,,,,,,,left_only
Tim Francis,Tokelauan,744394596.0,,,,,,,left_only
Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0,,,,,,,left_only
Russell Marshall,Tokelauan,771460602.0,,,,,,,left_only
Guy Powles,Tokelauan,786375181.0,,,,,,,left_only
Salesio Lui,Tokelauan,790644183.0,,,,,,,left_only
Kuresa Nasau,Tokelauan,790644216.0,,,,,,,left_only
Patuki Isaako,Tokelauan,790644404.0,,,,,,,left_only
Kolouei O'Brien,Tokelauan,790647368.0,,,,,,,left_only
Afega Gaualofa,Tokelauan,795631781.0,,,,,,,left_only
Siopili Perez,Tokelauan,795633170.0,,,,,,,left_only
David Payton,Tokelauan,799209983.0,,,,,,,left_only
Head of Government of Tokelau,Tokelauan,801375710.0,,,,,,,left_only
Falima Teao,Tokelauan,801630990.0,,,,,,,left_only
Jonathan Kings,Tokelauan,806257719.0,,,,,,,left_only
Administrator of Tokelau,Tokelauan,806258588.0,,,,,,,left_only
Themba N. Masuku,Swaziland,723121670.0,,,,,,,left_only
Moses Mathendele Dlamini,Swaziland,747579157.0,,,,,,,left_only
Constance Simelane,Swaziland,757540600.0,,,,,,,left_only
Ntfombi of Swaziland,Swaziland,785654533.0,,,,,,,left_only
Bheki Dlamini,Swaziland,790010530.0,,,,,,,left_only
Bhekimpi Dlamini,Swaziland,790010540.0,,,,,,,left_only
Jameson Mbilini Dlamini,Swaziland,790010556.0,,,,,,,left_only
Lutfo Dlamini,Swaziland,790010558.0,,,,,,,left_only
Mabandla Dlamini,Swaziland,790010563.0,,,,,,,left_only
Makhosini Dlamini,Swaziland,790010573.0,,,,,,,left_only
Mphiwa Dlamini,Swaziland,790010577.0,,,,,,,left_only
Obed Dlamini,Swaziland,790010578.0,,,,,,,left_only
Paul Dlamini,Swaziland,790010579.0,,,,,,,left_only
Themba Dlamini,Swaziland,790010705.0,,,,,,,left_only
Njabulo Mabuza,Swaziland,790010716.0,,,,,,,left_only
Charles Myeza,Swaziland,790010723.0,,,,,,,left_only
Sishayi Nxumalo,Swaziland,790010729.0,,,,,,,left_only
Paul Shabangu,Swaziland,790010732.0,,,,,,,left_only
Trusty Gina,Swaziland,790010783.0,,,,,,,left_only
Marwick Khumalo,Swaziland,790010820.0,,,,,,,left_only
Prince Sozisa Dlamini,Swaziland,790090661.0,,,,,,,left_only
Andreas Fakudze,Swaziland,790636139.0,,,,,,,left_only
Ndumiso Mamba,Swaziland,793428048.0,,,,,,,left_only
Dzeliwe of Swaziland,Swaziland,796256782.0,,,,,,,left_only
Ben Nsibandze,Swaziland,797494822.0,,,,,,,left_only
List of Prime Ministers of Swaziland,Swaziland,797904256.0,,,,,,,left_only
Barnabas Sibusiso Dlamini,Swaziland,798454144.0,,,,,,,left_only
Sotsha Dlamini,Swaziland,800650407.0,,,,,,,left_only
Labotsibeni Mdluli,Swaziland,802149787.0,,,,,,,left_only
Tsandzile Dlamini,Swaziland,804656330.0,,,,,,,left_only
Maphevu Dlamini,Swaziland,807175486.0,,,,,,,left_only
Karim Mammadbeyov,Dagestani,723563977.0,,,,,,,left_only
Aziz Aliyev,Dagestani,785202362.0,,,,,,,left_only
Mukhu Aliyev,Dagestani,785532389.0,,,,,,,left_only
Magomedali Magomedov,Dagestani,789329935.0,,,,,,,left_only
Magomedsalam Magomedov,Dagestani,792949749.0,,,,,,,left_only
Sagid Murtazaliev,Dagestani,796896055.0,,,,,,,left_only
Head of the Republic of Dagestan,Dagestani,803611453.0,,,,,,,left_only
List of Danish High Commissioners in Greenland,Greenlandic,728026000.0,,,,,,,left_only
Gunnar Martens,Greenlandic,742150479.0,,,,,,,left_only
Sara Olsvig,Greenlandic,756830216.0,,,,,,,left_only
Kathrine Chemnitz,Greenlandic,757102071.0,,,,,,,left_only
Augusta Salling,Greenlandic,757103267.0,,,,,,,left_only
Agathe Fontain,Greenlandic,757539811.0,,,,,,,left_only
Ane Hansen (politician),Greenlandic,757539958.0,,,,,,,left_only
Asii Chemnitz Narup,Greenlandic,763742018.0,,,,,,,left_only
Aleqa Hammond,Greenlandic,770757601.0,,,,,,,left_only
Katrine Larsen Lenner,Greenlandic,778461046.0,,,,,,,left_only
Maliina Abelsen,Greenlandic,780537008.0,,,,,,,left_only
Agnethe Davidsen,Greenlandic,787423025.0,,,,,,,left_only
Mimi Karlsen,Greenlandic,806560929.0,,,,,,,left_only
Alan Parastaev,Ossetian,743018109.0,,,,,,,left_only
Taymuraz Mamsurov,Ossetian,757343822.0,,,,,,,left_only
Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0,,,,,,,left_only
Akhsarbek Galazov,Ossetian,782634776.0,,,,,,,left_only
Alexander Dzasokhov,Ossetian,789328182.0,,,,,,,left_only
Alla Dzhioyeva,Ossetian,796950389.0,,,,,,,left_only
Vyacheslav Bitarov,Ossetian,804609656.0,,,,,,,left_only
Tamerlan Aguzarov,Ossetian,804609900.0,,,,,,,left_only
Anatoly Bibilov,Ossetian,806832826.0,,,,,,,left_only
Leilani Reklai,Palauan,757106724.0,,,,,,,left_only
Antonio Bells,Palauan,762610456.0,,,,,,,left_only
Haruo Remeliik,Palauan,764341685.0,,,,,,,left_only
Roman Tmetuchl,Palauan,765032190.0,,,,,,,left_only
Vice President of Palau,Palauan,765102210.0,,,,,,,left_only
Surangel Whipps Jr.,Palauan,767195006.0,,,,,,,left_only
Alfonso Oiterong,Palauan,773405868.0,,,,,,,left_only
Johnson Toribiong,Palauan,777304756.0,,,,,,,left_only
Kerai Mariur,Palauan,778679721.0,,,,,,,left_only
President of Palau,Palauan,782714724.0,,,,,,,left_only
Kuniwo Nakamura,Palauan,786992351.0,,,,,,,left_only
Tommy Remengesau,Palauan,788566799.0,,,,,,,left_only
Thomas Remengesau Sr.,Palauan,788566961.0,,,,,,,left_only
Ngiratkel Etpison,Palauan,788567219.0,,,,,,,left_only
Raynold Oilouch,Palauan,789983618.0,,,,,,,left_only
Lazarus Salii,Palauan,790011394.0,,,,,,,left_only
Ngedikes Olai Uludong,Palauan,790410665.0,,,,,,,left_only
Sandra Pierantozzi,Palauan,790423026.0,,,,,,,left_only
Elias Camsek Chin,Palauan,795139723.0,,,,,,,left_only
Akiko Sugiyama,Palauan,797884160.0,,,,,,,left_only
Baklai Temengil,Palauan,805961817.0,,,,,,,left_only
List of Presidents of Somaliland,Somaliland,792010538.0,,,,,,,left_only
Dahir Riyale Kahin,Somaliland,798692052.0,,,,,,,left_only
Adan Ahmed Elmi,Somaliland,804143605.0,,,,,,,left_only
Muhammad Haji Ibrahim Egal,Somaliland,805840190.0,,,,,,,left_only
Hediya Yousef,Rojava,805873719.0,,,,,,,left_only
Mansur Selum,Rojava,805873803.0,,,,,,,left_only
,,,EH,Western Sahara,Country,2019.0,0.597,597000.0,right_only
,,,CI,Cote d'Ivoire,Country,2019.0,26.175,26175000.0,right_only
,,,YT,Mayotte,Country,2019.0,0.284,284000.0,right_only
,,,RE,Reunion,Country,2019.0,0.861,861000.0,right_only
,,,CD,"Congo, Dem. Rep.",Country,2019.0,89.568,89568000.0,right_only
,,,SZ,eSwatini,Country,2019.0,1.104,1104000.0,right_only
,,,SV,El Salvador,Country,2019.0,6.481,6481000.0,right_only
,,,HN,Honduras,Country,2019.0,9.863999999999999,9864000.0,right_only
,,,CW,Curacao,Country,2019.0,0.155,155000.0,right_only
,,,PR,Puerto Rico,Country,2019.0,3.1889999999999996,3189000.0,right_only
,,,KN,St. Kitts-Nevis,Country,2019.0,0.054000000000000006,54000.0,right_only
,,,LC,Saint Lucia,Country,2019.0,0.182,182000.0,right_only
,,,VC,St. Vincent and the Grenadines,Country,2019.0,0.111,111000.0,right_only
,,,GE,Georgia,Country,2019.0,3.715,3715000.0,right_only
,,,OM,Oman,Country,2019.0,4.713,4713000.0,right_only
,,,BN,Brunei,Country,2019.0,0.469,469000.0,right_only
,,,TL,Timor-Leste,Country,2019.0,1.318,1318000.0,right_only
,,,HK,"China, Hong Kong SAR",Country,2019.0,7.494,7494000.0,right_only
,,,MO,"China, Macao SAR",Country,2019.0,0.6859999999999999,686000.0,right_only
,,,CZ,Czechia,Country,2019.0,10.716,10716000.0,right_only
,,,MK,North Macedonia,Country,2019.0,2.08,2080000.0,right_only
,,,PF,French Polynesia,Country,2019.0,0.28,280000.0,right_only
,,,GU,Guam,Country,2019.0,0.175,175000.0,right_only
,,,NC,New Caledonia,Country,2019.0,0.295,295000.0,right_only
,,,PW,Palau,Country,2019.0,0.018000000000000002,18000.0,right_only
,,,WS,Samoa,Country,2019.0,0.2,200000.0,right_only
